year,state_po,pres_is_dem,pres_share,dem_share,is_midterm_x,simulated,pres_share_lag4,swing,dem_v,rep_v,is_midterm_y,gas_1m_nat,gas_3m_nat,gas_6m_nat,gas_yoy_nat,gas_W_nat,gas_up_nat,gas_down_nat,gas_W_padd1,gas_3m_padd1,gas_6m_padd1,gas_W_padd2,gas_3m_padd2,gas_6m_padd2,gas_W_padd3,gas_3m_padd3,gas_6m_padd3,gas_W_padd4,gas_3m_padd4,gas_6m_padd4,gas_W_padd5,gas_3m_padd5,gas_6m_padd5,spr_drawdown_3m_mb,spr_big_release,car,commute_min,rural,vehicles_hh,gas_exposure_idx,padd,unemp_rate,income_growth,gas_W_padd,gas_3m_padd,gas_6m_padd,gasW_nat_x_exp,gas3m_nat_x_exp,gasyoy_x_exp,gasup_x_exp,gasdown_x_exp,gasW_padd_x_exp,gas3m_padd_x_exp,gas6m_padd_x_exp
1986,IA,0,0.4872445142043011,0.5127554857956989,1,1,0.4667566699387111,0.020487844265589972,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.892,19.2,0.361,2.1,0.5500993989722945,2,8.717001181643454,3.2540459941551316,,,,0.5398528984440285,0.5482658527988343,0.005955978958079664,0.005958704511975015,0.0,,,
1990,IA,0,0.4885461181400627,0.5114538818599372,1,1,0.4872445142043011,0.0013016039357616194,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.892,19.2,0.361,2.1,0.5500993989722945,2,6.003663347275056,1.005657504997874,,,,0.6733527709829963,0.7011354327582292,0.12493607384340578,0.13635280736811065,0.0,,,
1974,ID,0,0.5678251235158831,0.4321748764841169,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.881,20.8,0.291,2.0,0.22870053161945783,4,5.066594710853224,-2.41805377572668,,,,0.13168223373074248,0.1321287306271297,0.11243632699337351,0.043814850514894664,0.0,,,
1978,ID,1,0.2953427652508376,0.2953427652508376,1,1,0.5678251235158831,-0.2724823582650455,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.881,20.8,0.291,2.0,0.22870053161945783,4,6.1781591578467285,4.7211515503217685,,,,0.19323050467540728,0.19427168400217876,0.023754916245571054,0.018707129896789312,0.0,,,
1982,ID,0,0.6562819001220579,0.3437180998779421,1,1,0.2953427652508376,0.3609391348712203,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.881,20.8,0.291,2.0,0.22870053161945783,4,11.032179847752275,-3.0146114970465208,,,,0.2871631358254025,0.28884994755577686,-0.021786205904791144,0.0,-0.02953272193202636,,,
1986,ID,0,0.6314557927508491,0.36854420724915093,1,1,0.6562819001220579,-0.024826107371208828,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.881,20.8,0.291,2.0,0.22870053161945783,4,5.250806860525225,0.9707076552684186,,,,0.22444061037171342,0.22793824577547658,0.0024761625927457644,0.0024772957254595774,0.0,,,
1990,ID,0,0.6717090694790484,0.3282909305209516,1,1,0.6314557927508491,0.04025327672819934,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.881,20.8,0.291,2.0,0.22870053161945783,4,4.924965616905911,2.516713333716226,,,,0.27994238310193503,0.2914928583972541,0.0519414246949101,0.056687863304615234,0.0,,,
1974,IL,0,0.29499871936856614,0.7050012806314339,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.824,28.4,0.121,1.7,-0.7891248472097442,2,3.728873778957173,-1.9594576743180299,,,,-0.45436589865875504,-0.45590652382760016,-0.3879584307530393,-0.1511819276205931,-0.0,,,
1978,IL,1,0.5735300306235985,0.5735300306235985,1,1,0.29499871936856614,0.2785313112550324,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.824,28.4,0.121,1.7,-0.7891248472097442,2,6.260022602447883,2.882268537710917,,,,-0.6667365020907073,-0.6703290625073294,-0.08196568027204207,-0.06454843334645197,-0.0,,,
1982,IL,0,0.3541313032049953,0.6458686967950047,1,1,0.5735300306235985,-0.21939872741860322,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.824,28.4,0.121,1.7,-0.7891248472097442,2,7.5275550758899055,-2.499258483585,,,,-0.9908484430615639,-0.9966687401967631,0.0751726997928659,-0.0,0.10190183869391309,,,
1986,IL,0,0.4232999889419736,0.5767000110580264,1,1,0.3541313032049953,0.06916868573697832,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.824,28.4,0.121,1.7,-0.7891248472097442,2,6.256205870274334,4.557542858909183,,,,-0.7744261069840531,-0.7864946010275325,-0.00854393041341203,-0.00854784025644267,-0.0,,,
1990,IL,0,0.40314902016423304,0.596850979835767,1,1,0.4232999889419736,-0.020150968777740585,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.824,28.4,0.121,1.7,-0.7891248472097442,2,4.997138010057595,-0.8251607363996933,,,,-0.9659334358716077,-1.0057880308219376,-0.17922244664664386,-0.19559990154870024,-0.0,,,
1974,IN,0,0.4413623837276388,0.5586376162723612,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.899,23.4,0.271,2.0,0.6963270758519129,2,4.648253029810521,-0.8391430746925876,,,,0.4009343752114598,0.4022938293239479,0.3423361469272779,0.13340356719717192,0.0,,,
1978,IN,1,0.37737659417756,0.37737659417756,1,1,0.4413623837276388,-0.06398578955007883,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.899,23.4,0.271,2.0,0.6963270758519129,2,5.85082548043823,5.2608613504513375,,,,0.5883310866539677,0.5915011770377303,0.07232686014875127,0.056957808389741946,0.0,,,
1982,IN,0,0.4834406570719087,0.5165593429280912,1,1,0.37737659417756,0.10606406289434872,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.899,23.4,0.271,2.0,0.6963270758519129,2,11.178158894514631,-1.4472402058807827,,,,0.8743288231375308,0.879464677747955,-0.06633270567483109,0.0,-0.08991860997985521,,,
1986,IN,0,0.5697676073291519,0.4302323926708481,1,1,0.4834406570719087,0.08632695025724318,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.899,23.4,0.271,2.0,0.6963270758519129,2,7.565882878548666,-0.07256353185407871,,,,0.6833568458100474,0.6940061355858623,0.007539200041780107,0.007542650103673599,0.0,,,
1990,IN,0,0.5463095185359393,0.45369048146406066,1,1,0.5697676073291519,-0.02345808879321254,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.899,23.4,0.271,2.0,0.6963270758519129,2,6.178098553225577,-0.13003982376090617,,,,0.8523437162653347,0.8875115780544457,0.15814663882622954,0.17259817374135608,0.0,,,
1974,KS,0,0.5961348248677423,0.4038651751322577,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.907,19.6,0.311,2.1,0.7101844733050493,2,6.05620318043893,-2.536638700530675,,,,0.40891325063165346,0.41029975883496944,0.3491488764836329,0.13605839179961285,0.0,,,
1978,KS,1,0.3036206426190701,0.3036206426190701,1,1,0.5961348248677423,-0.29251418224867215,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,5.73234363737842,3.376470076705398,,,,0.6000392881364754,0.6032724655434685,0.07376621542068645,0.05809130874652557,0.0,,,
1982,KS,0,0.5347933180155705,0.4652066819844295,1,1,0.3036206426190701,0.23117267539650038,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,9.162260764194942,-1.8772681227300099,,,,0.891728580273395,0.8969666419946243,-0.06765277306637042,0.0,-0.09170805341834273,,,
1986,KS,0,0.6194604891918317,0.3805395108081683,1,1,0.5347933180155705,0.08466717117626121,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,7.562878760104791,2.444274621157429,,,,0.6969561265835633,0.7078173446989974,0.007689235413203562,0.0076927541337497955,0.0,,,
1990,KS,0,0.6275812314375504,0.3724187685624496,1,1,0.6194604891918317,0.008120742245718682,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.907,19.6,0.311,2.1,0.7101844733050493,2,5.8153525682994385,1.4523282748893198,,,,0.8693059543465148,0.9051736812640819,0.1612938679174027,0.17603299851862514,0.0,,,
1974,KY,0,0.545563587246343,0.454436412753657,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.901,23.3,0.411,2.1,1.164528115700468,2,5.043100625176149,-0.44512247558173723,,,,0.6705173023946016,0.6727908353231613,0.5725184068559243,0.22310234676108154,0.0,,,
1978,KY,1,0.33332246533059234,0.33332246533059234,1,1,0.545563587246343,-0.21224112191575067,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,7.767750322809411,3.4079831123060114,,,,0.9839170635594519,0.9892186804421312,0.12095847638914586,0.0952554791832346,0.0,,,
1982,KY,0,0.609619074694237,0.39038092530576296,1,1,0.33332246533059234,0.2762966093636447,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.901,23.3,0.411,2.1,1.164528115700468,2,10.432210382580429,-3.1456285907009836,,,,1.4622158640970209,1.4708049988576815,-0.11093393238273658,0.0,-0.15037868420976816,,,
1986,KY,0,0.6266254482021225,0.3733745517978775,1,1,0.609619074694237,0.017006373507885475,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,5.534979979608903,1.2231153812627467,,,,1.14283687594453,1.160646606150706,0.012608457609955452,0.012614227447457408,0.0,,,
1990,KY,0,0.6329381544348621,0.3670618455651379,1,1,0.6266254482021225,0.006312706232739607,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.901,23.3,0.411,2.1,1.164528115700468,2,4.975288193671497,0.9202893307969698,,,,1.4254482645490223,1.4842625276198402,0.2644823297892814,0.28865088406114037,0.0,,,
1974,LA,0,0.4876481004163242,0.5123518995836758,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.888,24.8,0.271,1.9,0.5209261618157353,3,6.277966819984299,-1.203677695288816,,,,0.2999412380501962,0.3009582532396696,0.256103577261356,0.09979995126217005,0.0,,,
1978,LA,1,0.33502247266206686,0.33502247266206686,1,1,0.4876481004163242,-0.15262562775425736,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.888,24.8,0.271,1.9,0.5209261618157353,3,6.549415012171111,2.197635444991896,,,,0.44013376109578467,0.44250532335939774,0.05410812671240314,0.04261045353378506,0.0,,,
1982,LA,0,0.567360373006155,0.43263962699384495,1,1,0.33502247266206686,0.2323379003440882,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.888,24.8,0.271,1.9,0.5209261618157353,3,7.329294361365303,-2.3051643506757915,,,,0.654090259874894,0.6579324212996508,-0.04962386638171061,0.0,-0.06726861269225391,,,
1986,LA,0,0.5470921047294756,0.45290789527052444,1,1,0.567360373006155,-0.02026826827667949,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.888,24.8,0.271,1.9,0.5209261618157353,3,5.905230425066007,0.823943942615545,,,,0.5112230605176707,0.5191898534823014,0.005640117521095462,0.005642698531604071,0.0,,,
1990,LA,0,0.5791253151958046,0.42087468480419543,1,1,0.5470921047294756,0.03203321046632901,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.888,24.8,0.271,1.9,0.5209261618157353,3,6.311802483153194,-0.08917762528475448,,,,0.6376430790353004,0.6639523522150839,0.11831038088963718,0.1291216546096382,0.0,,,
1974,MA,0,0.2255719214234501,0.7744280785765499,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.773,29.1,0.081,1.7,-1.6458816246564616,1,4.479357527371781,-3.3646019728811343,,,,-0.9476732181443983,-0.9508865077333035,-0.809166831540999,-0.3153208995138137,-0.0,,,
1978,MA,1,0.6252405737625404,0.6252405737625404,1,1,0.2255719214234501,0.3996686523390903,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.773,29.1,0.081,1.7,-1.6458816246564616,1,6.643658883776142,5.058770685228002,,,,-1.3906156435942842,-1.398108664750688,-0.17095622763524973,-0.13462898896282002,-0.0,,,
1982,MA,0,0.22059612724752348,0.7794038727524766,1,1,0.6252405737625404,-0.4046444465150169,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.773,29.1,0.081,1.7,-1.6458816246564616,1,10.037428837705132,0.2740166891729712,,,,-2.066617533361019,-2.0787569560882804,0.15678807441227255,-0.0,0.21253717256280985,,,
1986,MA,0,0.3049522290077423,0.6950477709922577,1,1,0.22059612724752348,0.08435610176021885,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.773,29.1,0.081,1.7,-1.6458816246564616,1,4.5100822718467715,2.595090369119841,,,,-1.615224388949583,-1.6403957070922992,-0.017820118222738816,-0.01782827300182374,-0.0,,,
1990,MA,0,0.25610544682580383,0.7438945531741962,1,1,0.3049522290077423,-0.0488467821819385,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.773,29.1,0.081,1.7,-1.6458816246564616,1,5.633723287995609,3.1930718073915614,,,,-2.014652178756954,-2.0977771059707075,-0.37380514972338813,-0.40796368899286567,-0.0,,,
1974,MD,0,0.31778102341740333,0.6822189765825967,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.828,32.7,0.131,1.9,-0.09528656106635557,1,5.444421398151594,-1.6089436495813623,,,,-0.0548645301210614,-0.05505056009432938,-0.046845850607630544,-0.018255167137729317,-0.0,,,
1978,MD,1,0.5737430049895543,0.5737430049895543,1,1,0.31778102341740333,0.255961981572151,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.828,32.7,0.131,1.9,-0.09528656106635557,1,6.940865840251875,2.212473911315339,,,,-0.08050820937431255,-0.08094200984167009,-0.009897328447080828,-0.007794201712887503,-0.0,,,
1982,MD,0,0.29848315244702284,0.7015168475529772,1,1,0.5737430049895543,-0.2752598525425315,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.828,32.7,0.131,1.9,-0.09528656106635557,1,8.928432313130955,0.7736190305914072,,,,-0.11964461771939908,-0.12034741664957911,0.00907707832881337,-0.0,0.012304612901006073,,,
1986,MD,0,0.33007361242251015,0.6699263875774899,1,1,0.29848315244702284,0.03159045997548732,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.828,32.7,0.131,1.9,-0.09528656106635557,1,7.710523923359213,0.5045766678729233,,,,-0.09351169310589767,-0.09496895972057734,-0.0010316767365302461,-0.001032148848767006,-0.0,,,
1990,MD,0,0.36193898941130226,0.6380610105886977,1,1,0.33007361242251015,0.031865376988792105,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.828,32.7,0.131,1.9,-0.09528656106635557,1,5.082863823419201,-0.6702060020070022,,,,-0.11663613894386833,-0.12144856793902338,-0.021641050420907602,-0.02361862261642801,-0.0,,,
1974,ME,0,0.39330685713979147,0.6066931428602085,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.831,24.3,0.611,1.9,0.3499993780708277,1,4.923819845092687,-1.9858787258546244,,,,0.2015242360058249,0.202207547211704,0.17207062983888938,0.06705349708585769,0.0,,,
1978,ME,1,0.447544327120537,0.447544327120537,1,1,0.39330685713979147,0.05423746998074552,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.831,24.3,0.611,1.9,0.3499993780708277,1,6.839164785232682,3.074952316280665,,,,0.2957166561083355,0.2973100591242785,0.03635411712076273,0.028629071314364127,0.0,,,
1982,ME,0,0.39351852348356153,0.6064814765164385,1,1,0.447544327120537,-0.054025803636975456,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.831,24.3,0.611,1.9,0.3499993780708277,1,9.111730618139019,-1.6320463694603986,,,,0.43946954662526183,0.44205101441798195,-0.033341236520987375,0.0,-0.04519637202307446,,,
1986,ME,0,0.3720150084278452,0.6279849915721548,1,1,0.39351852348356153,-0.02150351505571635,,,1,1.0112896670181926,0.996666882063704,0.9683070161787384,0.010827095919767826,0.9813733653455925,0.01083205057687242,0.0,,,,,,,,,,,,,,,,-4.119999999999948,0.0,0.831,24.3,0.611,1.9,0.3499993780708277,1,6.588272555982781,1.5980777275224534,,,,0.34348006752623256,0.3488327888660874,0.0037894768382319356,0.0037912109651370976,0.0,,,
1990,ME,0,0.48983134658681876,0.5101686534131813,1,1,0.3720150084278452,0.11781633815897358,,,1,1.3392499999999998,1.2745613503088766,1.1781809175954556,0.22711545236517905,1.2240565473093878,0.24786939891744542,0.0,,,,,,,,,,,,,,,,-2.687999999999988,0.0,0.831,24.3,0.611,1.9,0.3499993780708277,1,4.9687967496720855,-2.119232748192937,,,,0.42841903028181044,0.4460956799212212,0.07949026707808736,0.08675413546389579,0.0,,,
1974,MI,0,0.3944457213635333,0.6055542786364667,1,1,,,,,1,0.5812676538956378,0.5777368757803456,0.572881530682638,0.4916312445677211,0.5757845545801038,0.1915817606746958,0.0,,,,,,,,,,,,,,,,,,0.91,24.1,0.251,2.0,0.88754231096762,2,4.416961508379457,-1.071106546927211,,,,0.5110331541914871,0.5127659218613008,0.4363435309475224,0.170036918608465,0.0,,,
1978,MI,1,0.5423171836833783,0.5423171836833783,1,1,0.3944457213635333,0.14787146231984505,,,1,0.8693031056797943,0.8494588212214288,0.8379354040210495,0.10386909062851513,0.844906233086199,0.08179749196174457,0.0,,,,,,,,,,,,,,,,-7.048838340271487,0.0,0.91,24.1,0.251,2.0,0.88754231096762,2,6.336286518011368,3.2444101859154344,,,,0.7498900306642717,0.7539306452586974,0.09218821273453748,0.0725987350470821,0.0,,,
1982,MI,0,0.3864112661967102,0.6135887338032898,1,1,0.5423171836833783,-0.15590591748666816,,,1,1.2264370400705893,1.2630051426220712,1.258107679548761,-0.09526084504710253,1.2556295072510915,0.0,-0.1291327209556592,,,,,,,,,,,,,,,,62.13425872740373,1.0,0.91,24.1,0.251,2.0,0.88754231096762,2,9.45954361788672,-1.6682111700294633,,,,1.1144243145847677,1.1209705030467816,-0.08454803055783373,0.0,-0.11461075357852259,,,
